0,2093,86,0
1,2093,86,2776
2,2093,86,2777
3,2093,86,2778
4,2093,86,2779
5,2093,86,2780
6,2093,86,2781
7,2093,2,0
8,2093,2,4
9,2093,2,5
10,2093,1,0
11,2093,1,1
12,2093,1,2
13,2093,58,0
14,2093,58,100402
15,2093,58,1140
16,2093,58,1141
17,2093,58,1142
18,2093,58,6797
19,2093,58,1143
20,2093,58,2792
21,2093,58,92982
22,2093,58,1144
23,2093,58,1145
24,2093,58,3299
25,2093,58,3300
26,2093,58,3301
27,2093,58,3520
28,2093,58,6798
29,2093,58,3244
30,2093,58,95252
31,2093,58,2503
32,2093,86,0
33,2093,86,2776
34,2093,86,2777
35,2093,86,2778
36,2093,86,2779
37,2093,86,2780
38,2093,86,2781
39,2093,2,0
40,2093,2,4
41,2093,2,5
42,2093,1,0
43,2093,1,1
44,2093,1,2
45,2093,58,0
46,2093,58,100402
47,2093,58,1140
48,2093,58,1141
49,2093,58,1142
50,2093,58,6797
51,2093,58,1143
52,2093,58,2792
53,2093,58,92982
54,2093,58,1144
55,2093,58,1145
56,2093,58,3299
57,2093,58,3300
58,2093,58,3301
59,2093,58,3520
60,2093,58,6798
61,2093,58,3244
62,2093,58,95252
63,2093,58,2503
64,2093,86,0
65,2093,86,2776
66,2093,86,2777
67,2093,86,2778
68,2093,86,2779
69,2093,86,2780
70,2093,86,2781
71,2093,2,0
72,2093,2,4
73,2093,2,5
74,2093,1,0
75,2093,1,1
76,2093,1,2
77,2093,58,0
78,2093,58,100402
79,2093,58,1140
80,2093,58,1141
81,2093,58,1142
82,2093,58,6797
83,2093,58,1143
84,2093,58,2792
85,2093,58,92982
86,2093,58,1144
87,2093,58,1145
88,2093,58,3299
89,2093,58,3300
90,2093,58,3301
91,2093,58,3520
92,2093,58,6798
93,2093,58,3244
94,2093,58,95252
95,2093,58,2503
96,2093,86,0
97,2093,86,2776
98,2093,86,2777
99,2093,86,2778
100,2093,86,2779
101,2093,86,2780
102,2093,86,2781
103,2093,2,0
104,2093,2,4
105,2093,2,5
106,2093,1,0
107,2093,1,1
108,2093,1,2
109,2093,58,0
110,2093,58,100402
111,2093,58,1140
112,2093,58,1141
113,2093,58,1142
114,2093,58,6797
115,2093,58,1143
116,2093,58,2792
117,2093,58,92982
118,2093,58,1144
119,2093,58,1145
120,2093,58,3299
121,2093,58,3300
122,2093,58,3301
123,2093,58,3520
124,2093,58,6798
125,2093,58,3244
126,2093,58,95252
127,2093,58,2503
128,2093,86,0
129,2093,86,2776
130,2093,86,2777
131,2093,86,2778
132,2093,86,2779
133,2093,86,2780
134,2093,86,2781
135,2093,2,0
136,2093,2,4
137,2093,2,5
138,2093,1,0
139,2093,1,1
140,2093,1,2
141,2093,58,0
142,2093,58,100402
143,2093,58,1140
144,2093,58,1141
145,2093,58,1142
146,2093,58,6797
147,2093,58,1143
148,2093,58,2792
149,2093,58,92982
150,2093,58,1144
151,2093,58,1145
152,2093,58,3299
153,2093,58,3300
154,2093,58,3301
155,2093,58,3520
156,2093,58,6798
157,2093,58,3244
158,2093,58,95252
159,2093,58,2503
160,2093,86,0
161,2093,86,2776
162,2093,86,2777
163,2093,86,2778
164,2093,86,2779
165,2093,86,2780
166,2093,86,2781
167,2093,2,0
168,2093,2,4
169,2093,2,5
170,2093,1,0
171,2093,1,1
172,2093,1,2
173,2093,58,0
174,2093,58,100402
175,2093,58,1140
176,2093,58,1141
177,2093,58,1142
178,2093,58,6797
179,2093,58,1143
180,2093,58,2792
181,2093,58,92982
182,2093,58,1144
183,2093,58,1145
184,2093,58,3299
185,2093,58,3300
186,2093,58,3301
187,2093,58,3520
188,2093,58,6798
189,2093,58,3244
190,2093,58,95252
191,2093,58,2503
192,2093,86,0
193,2093,86,2776
194,2093,86,2777
195,2093,86,2778
196,2093,86,2779
197,2093,86,2780
198,2093,86,2781
199,2093,2,0
200,2093,2,4
201,2093,2,5
202,2093,1,0
203,2093,1,1
204,2093,1,2
205,2093,58,0
206,2093,58,100402
207,2093,58,1140
208,2093,58,1141
209,2093,58,1142
210,2093,58,6797
211,2093,58,1143
212,2093,58,2792
213,2093,58,92982
214,2093,58,1144
215,2093,58,1145
216,2093,58,3299
217,2093,58,3300
218,2093,58,3301
219,2093,58,3520
220,2093,58,6798
221,2093,58,3244
222,2093,58,95252
223,2093,58,2503
224,2093,86,0
225,2093,86,2776
226,2093,86,2777
227,2093,86,2778
228,2093,86,2779
229,2093,86,2780
230,2093,86,2781
231,2093,2,0
232,2093,2,4
233,2093,2,5
234,2093,1,0
235,2093,1,1
236,2093,1,2
237,2093,58,0
238,2093,58,100402
239,2093,58,1140
240,2093,58,1141
241,2093,58,1142
242,2093,58,6797
243,2093,58,1143
244,2093,58,2792
245,2093,58,92982
246,2093,58,1144
247,2093,58,1145
248,2093,58,3299
249,2093,58,3300
250,2093,58,3301
251,2093,58,3520
252,2093,58,6798
253,2093,58,3244
254,2093,58,95252
255,2093,58,2503
256,2093,86,0
257,2093,86,2776
258,2093,86,2777
259,2093,86,2778
260,2093,86,2779
261,2093,86,2780
262,2093,86,2781
263,2093,2,0
264,2093,2,4
265,2093,2,5
266,2093,1,0
267,2093,1,1
268,2093,1,2
269,2093,58,0
270,2093,58,100402
271,2093,58,1140
272,2093,58,1141
273,2093,58,1142
274,2093,58,6797
275,2093,58,1143
276,2093,58,2792
277,2093,58,92982
278,2093,58,1144
279,2093,58,1145
280,2093,58,3299
281,2093,58,3300
282,2093,58,3301
283,2093,58,3520
284,2093,58,6798
285,2093,58,3244
286,2093,58,95252
287,2093,58,2503
0,1621,11255,90687
1,1621,11255,90691
2,1621,11255,90692
3,1621,11255,90693
4,1621,11255,90695
5,1621,11255,90694
6,1621,11255,90696
7,1621,11255,90697
8,1621,11255,90698
9,1621,11255,90699
10,1621,11255,90700
11,1621,11255,90702
12,1621,11255,90701
13,1621,11255,90703
14,1621,11255,90705
15,1621,11255,90707
16,1621,11255,93404
17,1621,11255,93405
18,1621,11255,93406
19,1621,11255,93407
20,1621,11255,93408
21,1621,11255,90687
22,1621,11255,90691
23,1621,11255,90692
24,1621,11255,90693
25,1621,11255,90695
26,1621,11255,90694
27,1621,11255,90696
28,1621,11255,90697
29,1621,11255,90698
30,1621,11255,90699
31,1621,11255,90700
32,1621,11255,90702
33,1621,11255,90701
34,1621,11255,90703
35,1621,11255,90705
36,1621,11255,90707
37,1621,11255,93404
38,1621,11255,93405
39,1621,11255,93406
40,1621,11255,93407
41,1621,11255,93408
42,1621,11255,90687
43,1621,11255,90691
44,1621,11255,90692
45,1621,11255,90693
46,1621,11255,90695
47,1621,11255,90694
48,1621,11255,90696
49,1621,11255,90697
50,1621,11255,90698
51,1621,11255,90699
52,1621,11255,90700
53,1621,11255,90702
54,1621,11255,90701
55,1621,11255,90703
56,1621,11255,90705
57,1621,11255,90707
58,1621,11255,93404
59,1621,11255,93405
60,1621,11255,93406
61,1621,11255,93407
62,1621,11255,93408
63,1621,11255,90687
64,1621,11255,90691
65,1621,11255,90692
66,1621,11255,90693
67,1621,11255,90695
68,1621,11255,90694
69,1621,11255,90696
70,1621,11255,90697
71,1621,11255,90698
72,1621,11255,90699
73,1621,11255,90700
74,1621,11255,90702
75,1621,11255,90701
76,1621,11255,90703
77,1621,11255,90705
78,1621,11255,90707
79,1621,11255,93404
80,1621,11255,93405
81,1621,11255,93406
82,1621,11255,93407
83,1621,11255,93408
84,1621,11255,90687
85,1621,11255,90691
86,1621,11255,90692
87,1621,11255,90693
88,1621,11255,90695
89,1621,11255,90694
90,1621,11255,90696
91,1621,11255,90697
92,1621,11255,90698
93,1621,11255,90699
94,1621,11255,90700
95,1621,11255,90702
96,1621,11255,90701
97,1621,11255,90703
98,1621,11255,90705
99,1621,11255,90707
100,1621,11255,93404
101,1621,11255,93405
102,1621,11255,93406
103,1621,11255,93407
104,1621,11255,93408
105,1621,11255,90687
106,1621,11255,90691
107,1621,11255,90692
108,1621,11255,90693
109,1621,11255,90695
110,1621,11255,90694
111,1621,11255,90696
112,1621,11255,90697
113,1621,11255,90698
114,1621,11255,90699
115,1621,11255,90700
116,1621,11255,90702
117,1621,11255,90701
118,1621,11255,90703
119,1621,11255,90705
120,1621,11255,90707
121,1621,11255,93404
122,1621,11255,93405
123,1621,11255,93406
124,1621,11255,93407
125,1621,11255,93408
126,1621,11255,90687
127,1621,11255,90691
128,1621,11255,90692
129,1621,11255,90693
130,1621,11255,90695
131,1621,11255,90694
132,1621,11255,90696
133,1621,11255,90697
134,1621,11255,90698
135,1621,11255,90699
136,1621,11255,90700
137,1621,11255,90702
138,1621,11255,90701
139,1621,11255,90703
140,1621,11255,90705
141,1621,11255,90707
142,1621,11255,93404
143,1621,11255,93405
144,1621,11255,93406
145,1621,11255,93407
146,1621,11255,93408
147,1621,11255,90687
148,1621,11255,90691
149,1621,11255,90692
150,1621,11255,90693
151,1621,11255,90695
152,1621,11255,90694
153,1621,11255,90696
154,1621,11255,90697
155,1621,11255,90698
156,1621,11255,90699
157,1621,11255,90700
158,1621,11255,90702
159,1621,11255,90701
160,1621,11255,90703
161,1621,11255,90705
162,1621,11255,90707
163,1621,11255,93404
164,1621,11255,93405
165,1621,11255,93406
166,1621,11255,93407
167,1621,11255,93408
168,1621,11255,90687
169,1621,11255,90691
170,1621,11255,90692
171,1621,11255,90693
172,1621,11255,90695
173,1621,11255,90694
174,1621,11255,90696
175,1621,11255,90697
176,1621,11255,90698
177,1621,11255,90699
178,1621,11255,90700
179,1621,11255,90702
180,1621,11255,90701
181,1621,11255,90703
182,1621,11255,90705
183,1621,11255,90707
184,1621,11255,93404
185,1621,11255,93405
186,1621,11255,93406
187,1621,11255,93407
188,1621,11255,93408
0,0,Total,,0,2093,86,Cor ou raça
1,2776,Branca,,1,2093,86,Cor ou raça
2,2777,Preta,,1,2093,86,Cor ou raça
3,2778,Amarela,,1,2093,86,Cor ou raça
4,2779,Parda,,1,2093,86,Cor ou raça
5,2780,Indígena,,1,2093,86,Cor ou raça
6,2781,Sem declaração,,1,2093,86,Cor ou raça
7,0,Total,,0,2093,2,Sexo
8,4,Homens,,1,2093,2,Sexo
9,5,Mulheres,,1,2093,2,Sexo
10,0,Total,,0,2093,1,Situação do domicílio
11,1,Urbana,,1,2093,1,Situação do domicílio
12,2,Rural,,1,2093,1,Situação do domicílio
13,0,Total,,-1,2093,58,Grupo de idade
14,100402,0 a 14 anos,,-1,2093,58,Grupo de idade
15,1140,0 a 4 anos,,-1,2093,58,Grupo de idade
16,1141,5 a 9 anos,,-1,2093,58,Grupo de idade
17,1142,10 a 14 anos,,-1,2093,58,Grupo de idade
18,6797,15 a 64 anos,,-1,2093,58,Grupo de idade
19,1143,15 a 19 anos,,-1,2093,58,Grupo de idade
20,2792,15 a 17 anos,,-1,2093,58,Grupo de idade
21,92982,18 e 19 anos,,-1,2093,58,Grupo de idade
22,1144,20 a 24 anos,,-1,2093,58,Grupo de idade
23,1145,25 a 29 anos,,-1,2093,58,Grupo de idade
24,3299,30 a 39 anos,,-1,2093,58,Grupo de idade
25,3300,40 a 49 anos,,-1,2093,58,Grupo de idade
26,3301,50 a 59 anos,,-1,2093,58,Grupo de idade
27,3520,60 a 69 anos,,-1,2093,58,Grupo de idade
28,6798,65 anos ou mais,,-1,2093,58,Grupo de idade
29,3244,70 anos ou mais,,-1,2093,58,Grupo de idade
30,95252,70 a 79 anos,,-1,2093,58,Grupo de idade
31,2503,80 anos ou mais,,-1,2093,58,Grupo de idade
0,90687,Agropecuária - total,,0,1621,11255,Setores e subsetores
1,90691,Indústria - total,,0,1621,11255,Setores e subsetores
2,90692,Indústrias extrativas,,0,1621,11255,Setores e subsetores
3,90693,Indústrias de transformação,,0,1621,11255,Setores e subsetores
4,90695,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos",,0,1621,11255,Setores e subsetores
5,90694,Construção,,0,1621,11255,Setores e subsetores
6,90696,Serviços - total,,0,1621,11255,Setores e subsetores
7,90697,Comércio,,0,1621,11255,Setores e subsetores
8,90698,"Transporte, armazenagem e correio",,0,1621,11255,Setores e subsetores
9,90699,Informação e comunicação,,0,1621,11255,Setores e subsetores
10,90700,"Atividades financeiras, de seguros e serviços relacionados",,0,1621,11255,Setores e subsetores
11,90702,Atividades imobiliárias,,0,1621,11255,Setores e subsetores
12,90701,Outras atividades de serviços,,0,1621,11255,Setores e subsetores
13,90703,"Administração, saúde e educação públicas e seguridade social",,0,1621,11255,Setores e subsetores
14,90705,Valor adicionado a preços básicos,,0,1621,11255,Setores e subsetores
15,90707,PIB a preços de mercado,,0,1621,11255,Setores e subsetores
16,93404,Despesa de consumo das famílias,,0,1621,11255,Setores e subsetores
17,93405,Despesa de consumo da administração pública,,0,1621,11255,Setores e subsetores
18,93406,Formação bruta de capital fixo,,0,1621,11255,Setores e subsetores
19,93407,Exportação de bens e serviços,,0,1621,11255,Setores e subsetores
20,93408,Importação de bens e serviços (-),,0,1621,11255,Setores e subsetores
0,0,Total,,0,2093,86,Cor ou raça
1,2776,Branca,,1,2093,86,Cor ou raça
2,2777,Preta,,1,2093,86,Cor ou raça
3,2778,Amarela,,1,2093,86,Cor ou raça
4,2779,Parda,,1,2093,86,Cor ou raça
5,2780,Indígena,,1,2093,86,Cor ou raça
6,2781,Sem declaração,,1,2093,86,Cor ou raça
7,0,Total,,0,2093,2,Sexo
8,4,Homens,,1,2093,2,Sexo
9,5,Mulheres,,1,2093,2,Sexo
10,0,Total,,0,2093,1,Situação do domicílio
11,1,Urbana,,1,2093,1,Situação do domicílio
12,2,Rural,,1,2093,1,Situação do domicílio
13,0,Total,,-1,2093,58,Grupo de idade
14,100402,0 a 14 anos,,-1,2093,58,Grupo de idade
15,1140,0 a 4 anos,,-1,2093,58,Grupo de idade
16,1141,5 a 9 anos,,-1,2093,58,Grupo de idade
17,1142,10 a 14 anos,,-1,2093,58,Grupo de idade
18,6797,15 a 64 anos,,-1,2093,58,Grupo de idade
19,1143,15 a 19 anos,,-1,2093,58,Grupo de idade
20,2792,15 a 17 anos,,-1,2093,58,Grupo de idade
21,92982,18 e 19 anos,,-1,2093,58,Grupo de idade
22,1144,20 a 24 anos,,-1,2093,58,Grupo de idade
23,1145,25 a 29 anos,,-1,2093,58,Grupo de idade
24,3299,30 a 39 anos,,-1,2093,58,Grupo de idade
25,3300,40 a 49 anos,,-1,2093,58,Grupo de idade
26,3301,50 a 59 anos,,-1,2093,58,Grupo de idade
27,3520,60 a 69 anos,,-1,2093,58,Grupo de idade
28,6798,65 anos ou mais,,-1,2093,58,Grupo de idade
29,3244,70 anos ou mais,,-1,2093,58,Grupo de idade
30,95252,70 a 79 anos,,-1,2093,58,Grupo de idade
31,2503,80 anos ou mais,,-1,2093,58,Grupo de idade
0,90687,Agropecuária - total,,0,1621,11255,Setores e subsetores
1,90691,Indústria - total,,0,1621,11255,Setores e subsetores
2,90692,Indústrias extrativas,,0,1621,11255,Setores e subsetores
3,90693,Indústrias de transformação,,0,1621,11255,Setores e subsetores
4,90695,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos",,0,1621,11255,Setores e subsetores
5,90694,Construção,,0,1621,11255,Setores e subsetores
6,90696,Serviços - total,,0,1621,11255,Setores e subsetores
7,90697,Comércio,,0,1621,11255,Setores e subsetores
8,90698,"Transporte, armazenagem e correio",,0,1621,11255,Setores e subsetores
9,90699,Informação e comunicação,,0,1621,11255,Setores e subsetores
10,90700,"Atividades financeiras, de seguros e serviços relacionados",,0,1621,11255,Setores e subsetores
11,90702,Atividades imobiliárias,,0,1621,11255,Setores e subsetores
12,90701,Outras atividades de serviços,,0,1621,11255,Setores e subsetores
13,90703,"Administração, saúde e educação públicas e seguridade social",,0,1621,11255,Setores e subsetores
14,90705,Valor adicionado a preços básicos,,0,1621,11255,Setores e subsetores
15,90707,PIB a preços de mercado,,0,1621,11255,Setores e subsetores
16,93404,Despesa de consumo das famílias,,0,1621,11255,Setores e subsetores
17,93405,Despesa de consumo da administração pública,,0,1621,11255,Setores e subsetores
18,93406,Formação bruta de capital fixo,,0,1621,11255,Setores e subsetores
19,93407,Exportação de bens e serviços,,0,1621,11255,Setores e subsetores
20,93408,Importação de bens e serviços (-),,0,1621,11255,Setores e subsetores
